!=	BaiduTAG	语言术语
!DOCTYPE	BaiduCARD	！文档类型，一个文档类型标记是一种<a>标准通用标记语言</a>的文档类型声明，它的目的是要告诉<a>标准通用标记语言</a>解析器，它应该使用什么样的文档类型定义（<a>DTD</a>）来解析<a>文档</a>。
!DOCTYPE	BaiduTAG	科技
!DOCTYPE	BaiduTAG	计算机学
!DOCTYPE	中文名	！文档类型
!DOCTYPE	外文名	DOCument TYPE
!K7	BaiduTAG	音乐
!K7	BaiduTAG	专辑
!K7	BaiduTAG	音乐人物
"G14"联盟	BaiduCARD	“G14”联盟是指欧洲足球的G14集团，它是由14家欧洲豪门俱乐部为维护自己的利益并共同对付国际足联和欧足联等足坛权力垄断机构而于2000年在<a>比利时</a>的<a>布鲁塞尔</a>自发成立的民间组织，它因此可以被看作是欧洲豪门俱乐部组成的战略联盟。该组织在2002年又吸收了4家俱乐部加入。但名称仍然没有改变。并计划在未来吸纳更多的新成员加入，现任集团秘书长、瑞士人<a>托马斯·库尔茨</a>曾经是欧足联高官。舆论认为他的加入标志着欧洲豪门联盟对欧足联的一次胜利·。
"GOLD GLADIATOR " apartment	BaiduCARD	"GOLD GLADIATOR " apartment位于罗马。"GOLD GLADIATOR " apartment是您来罗马的最佳落脚点。这里，将一份温温软软，悄然安放于旅行的希冀之中，您定不会失望。酒店，距离罗马电影城直线距离约2公里。
"GOLD GLADIATOR " apartment	周围景观	罗马电影城
"GOLD GLADIATOR " apartment	周围景观	Templum Salutis SPA
"GOLD GLADIATOR " apartment	周围景观	四海好兄弟唱片行
"GOLD GLADIATOR " apartment	地理位置	钱皮诺机场
"GOLD GLADIATOR " apartment	房间数量	6
"GOLD GLADIATOR " apartment	英文名称	"GOLD GLADIATOR " apartment
"GOLD GLADIATOR " apartment	酒店地址	Via TUSCOLANA 909, 阿皮约·拉提诺, 00174 罗马
"Gaia"卫星	BaiduCARD	“Gaia”卫星即“Gaia”的天体探测卫星总部位于巴黎的<a>欧洲</a>航天局2009年12月16日宣布，欧航局已与欧洲阿丽亚娜空间公司签署协议，准备发射一颗名为“Gaia”的天体探测卫星，为<a>宇宙</a>中10亿颗恒星绘制“地图”。
"HRP-1"直升机	BaiduCARD	如果海岸巡逻队停在地面上的直升机让你联想到一种热带水果，请不要认为自己的想法有些不可思议，因为你绝不是唯一一个产生这种想法的人。这种同样由“西科斯基”打造的直升机名为“HRP-1”，它装有两个旋翼，但由于长相比较怪异，很多人形象地将其称之为“会飞的香蕉”。
"J"字头邮票	BaiduCARD	J”字头纪念邮票的始末      1973年邮票发行局体制恢复后，各方面反映，邮票实行流水号的编号方法，只有枚的编号，分辨不出邮票种类，看不出套别，在邮票发行管理上不方便，要求恢复纪、特形式的邮票志号。邮政总局和邮票发行局领导在听取各方面的意见后，开始研究这个问题。从1974年开始，全面恢复在邮票上编印区分纪、特邮票的志号。同年5月15日发行了J.1《万国邮政联盟成立一百周年纪念》邮票，邮票的志号以汉语拼音字母“J”为字头，称之为“J”字头纪念邮票，J票开始问世。
"Joshumaru"号	BaiduCARD	一艘韩国渔船与一艘香港货轮14日晚在韩国济州岛附近海域相撞，导致渔船沉没。截至15日中午时分，渔船上9人有2人获救，4人死亡，3人失踪。
"June"防晒手环	BaiduCARD	“June”防晒手环是天气检测仪厂商Netatmo公司推出的一款针对女性用户的智能防晒手环。
"June"防晒手环	中文名	“June”防晒手环
"June"防晒手环	主要功能	防紫外线
"June"防晒手环	外文名	无
"June"防晒手环	工作原理	内置了一块紫外线感应器
"King!"放过我！	中文名	“King!”放过我!
"King!"放过我！	作者	TJ醇醇
"King!"放过我！	小说进度	连载
"King!"放过我！	连载网站	红袖添香网
"L.V"之恋	中文名	“L.V”之恋
"L.V"之恋	作者	霓裳飘飘
"L.V"之恋	小说进度	连载
"L.V"之恋	连载网站	晋江文学城
"MCS3001"号	BaiduCARD	今天（11日）凌晨四点左右，遭受到了菲律宾公务船枪击的台湾渔船"广大兴28"号"在友船的协助拖带下，运载着洪石成的遗体和三名幸存者，回到了屏东小琉球母港。
"MYDOOM"变种Q(Worm.Mydoom.q)病毒	BaiduCARD	大量发送病毒邮件，浪费网络和系统资源；大量病毒<a>垃圾邮件</a>可能造成中小型<a>邮件服务器</a>极不稳定|||，甚致崩溃的现象；自动从网络中下载<a>后门木马</a>，并立即执行。
"MYDOOM"变种Q(Worm.Mydoom.q)病毒	中文名	MYDOOM
"MYDOOM"变种Q(Worm.Mydoom.q)病毒	受影响系统	WinXP/Win2003等
"MYDOOM"变种Q(Worm.Mydoom.q)病毒	外文名	Worm.Mydoom.q
"MYDOOM"变种Q(Worm.Mydoom.q)病毒	威胁级别	3C
"MYDOOM"变种Q(Worm.Mydoom.q)病毒	影响	中小型<a>邮件服务器</a>极不稳定
"MYDOOM"变种Q(Worm.Mydoom.q)病毒	病毒别名	I-Worm.Mydoom.q [AVP]
"MYDOOM"变种Q(Worm.Mydoom.q)病毒	病毒类型:	<a>蠕虫</a>
"NGC3359"星云	BaiduCARD	图中显示的是“NGC 3359”星云中心刚刚形成的一根根长条。“NGC 3359”星云是位于大熊座的一个螺旋星云，距离地球约为4900万光年。恒星、气体或尘埃，被拉长或拉成矩形状，就形成了这些明亮的长条。这些长条在螺旋星云中较为常见。
"NGC3582"星云	BaiduCARD	事实上，恒星形成区并非千篇一律都是明亮的区域。本图所显示的“NGC 3582”星云就证明了这一事实。“NGC 3582”星云位于船底座，距离地球大约1万光年。图中，黑暗模糊的尘云与年轻恒星的紫外线所激活的发光气体共同充满了星云的各个角落。
"NGC7793"星云	BaiduCARD	图片显示的是“NGC 7793”螺旋星云的混乱结构。在该星云中，虽然有可能看清一些旋涡，但很难识别每一个单独的螺旋臂。“NGC 7793”星云距离地球大约1250万光年，是玉夫星座中最明亮的成员之一。
"O"段车牌	BaiduCARD	特权车牌“O”牌（Privilege license plate；Privilege car license ），简称“O”牌，是指<a>公安</a>车辆专用的、享有道路优先通行权等“特殊权利”的“O”号车牌。
"PhaSR"激光步枪	BaiduTAG	军事
"PhaSR"激光步枪	BaiduTAG	武器装备
"QDIIs"	BaiduCARD	"QDIIs"，全称:qualified domestic institutional investors 中文翻译:合格国内投资者.中国授信百亿美元ADII 配额，自今年七月份开始实施“合格国内机构投资者（QDII）”机制以来，<a>中国</a>外汇当局已经向八家机构累计授发了高达百亿美元的QDII 配额。
"QDIIs"	BaiduTAG	公司
"QDIIs"	中文名	"QDIIs"
"QDIIs"	中文翻译	合格国内投资者
"QDIIs"	外文名	qualified domestic institutional investors
"QDIIs"	开始实施	今年七月份
"QQHjit"变种	BaiduCARD	Adware/Downloader.QQHjit.gen“QQHjit”变种是一个QQHelper 家族系列的<a>间谍软件</a>，一般捆绑在共享软件中安装，而且很难<a>卸载</a>干净。
"QQ女友"病毒	BaiduTAG	计算机学
"QQ女友"病毒	BaiduTAG	病毒
"QQ女友"病毒	下载地址1	http://*.*.*.*
"QQ女友"病毒	中文名	&amp;quot;QQ女友&amp;quot;病毒
"QQ女友"病毒	目的	复制自己到<a>系统</a><a>目录</a>
"R"级常规动力潜艇	BaiduCARD	"R”级常规动力潜艇（033型），是<a>苏联</a>613型的改进型，是根据"二四协定”，苏联向<a>中国</a>有偿转让，由中国进行仿制的。是中国生产批量最大的一型潜艇，其中出口朝鲜7艘<a>埃及</a>4艘。
"R-4"直升机	BaiduCARD	“西科斯基”飞机公司的“YR-4B/HNS-1”进行了风洞试验，技师在风洞内安装了照相设备，用以拍摄旋翼打开-闭合的照片。“R-4”是第一种大批量制造的直升机，二战期间便制造了几百架。
"R-90"无人侦察机	BaiduCARD	俄文名称：Р-90 БПЛА|||该型无人机总长1.42m,翼展为2.56m,质量为42kg,它由Enics公司研制的M44D脉冲喷气发动机推进，射程可达70km,续航时间为30min,飞行高度为200m～600m。“R-90”无人机可按预编程的航迹飞行，其稳定的电视摄像仪拍到的图像可通过数据链传递给指挥官，既可用于观测，又可用于战场毁伤评估，由“龙卷风”（СплавСмерч）多管火箭发射装置发射。该无人机目前已进入服役。
"R”级常规动力潜艇	BaiduCARD	"R”级常规动力潜艇（033型），是<a>苏联</a>613型的改进型，是根据"二四协定”，苏联向<a>中国</a>有偿转让，由中国进行仿制的。是中国生产批量最大的一型潜艇，其中出口朝鲜7艘<a>埃及</a>4艘。
"R”级常规动力潜艇	BaiduTAG	武器装备
"S-62"高空长航时无人机	BaiduCARD	“S-62” 高空长航时无人机安装了l台RD-1700涡喷发动机，巡航速度400公里/时，最大飞行速度500公里/时，
"SCO炸弹(MyDoom)"病毒	BaiduCARD	“SCO炸弹(MyDoom)”病毒，该病毒属于恶性<a>蠕虫病毒</a>，具有很大的感染性和破坏性。会进行Ddos攻击、发送大量的病毒邮件、终止进程等。
"SCO炸弹(MyDoom)"病毒	中文名	“SCO炸弹(MyDoom)”病毒
"SCO炸弹(MyDoom)"病毒	依赖系统	WINDOWS NT/2000/XP
"SCO炸弹(MyDoom)"病毒	病毒类型	<a>蠕</a><a>虫</a><a>病</a><a>毒</a>
"T"字头特种邮票	BaiduCARD	“T”字头特种邮票是“特”字头特种邮票的继续。它是将邮票上的志号“特”改为了“T”。“T”字头特种邮票是从1974年1月1日发行的T1《体育运动》邮票起，至T168《赈灾》邮票止，共发行了168套邮票。
"T"字头邮票	BaiduCARD	T字头邮票俗称老特票，是新中国使用T字头为票种标志发行的特种邮票，始于1974年1月1日，止于1991年11月19日
"T"级常规潜艇	BaiduCARD	主尺寸：艇长：90.2米、艇宽：8.6米、吃水：7.2米|||排水量：2800吨（水面）、3800吨（水下）储备浮力：约30%|||动  力：柴 -电推进。 3 台柴油机 , 功率 4.6MW(2 台 1.4MW,1 台 1.8MW);3 台电机， 功率 3.8MW(2 台 1MW,1 台 1.8MW),3 轴。|||航  速：13节（水面）、16节（水下）|||续航力：水面5节12000海里，水下3节500海里。|||潜  深：安全潜深300米|||艇  员：62名（军官12人）
"Thialf”号	BaiduTAG	公司
"Trojan/PSW.Delf"变种aok	BaiduCARD	病毒名称  <a>Trojan/PSW.Delf.aok</a> |||病毒中文名  “Trojan/PSW.Delf”变种aok|||病毒类型  木马|||危险级别  ★|||影响平台  Win 9X/ME/NT/2000/XP/2003
"TrojanSpy.Delf"变种alx	BaiduCARD	TrojanSpy.Delf.alx“TrojanSpy.Delf”变种alx是一个木马程序。“TrojanSpy.Delf”变种alx运行后，在Windows目录下和系统目录下分别创建病毒文件。修改注册表，实现开机自启。用户一打开后缀为·txt文件，都会再次运行“TrojanSpy.Delf”变种alx。另外，“TrojanSpy.Delf”变种alx还可以通过MSN自动传播。
"TrojanSpy.Delf"变种alx	中文名	"TrojanSpy.Delf"变种alx
"TrojanSpy.Delf"变种alx	危险级别	★
"TrojanSpy.Delf"变种alx	外文名	TrojanSpy.Delf.alx
"TrojanSpy.Delf"变种alx	病毒类型	<a>木马（计算机恶意程序）</a>
"TrojanSpy.Delf"变种aud	BaiduCARD	电脑木马病毒，“TrojanSpy.Delf”变种aud运行后，在Windows目录下和系统目录下分别创建病毒文件。修改注册表，实现开机自启。用户一打开后缀为·txt文件，都会再次运行“TrojanSpy.Delf”变种aud。另外，“TrojanSpy.Delf”变种aud还可以通过MSN自动传播。
"U"刺异爪铁甲	中文名	"U"刺异爪铁甲
"U"刺异爪铁甲	中文目名	鞘翅目
"U"刺异爪铁甲	拉丁目名	COLEOPTERA
"U"刺异爪铁甲	编号	16185
"UL"认证	BaiduCARD	UL是美国保险商试验所（Underwriter Laboratories Inc．）的简写。UL安全试验所是美国最有权威的、也是世界上从事安全试验和鉴定的较大的民间机构。
"VIP"专属情人	中文名	“VIP”专属情人
"VIP"专属情人	作者	guaiguailong
"VIP"专属情人	小说进度	连载
"VIP"专属情人	连载网站	红袖添香网
"W"级常规潜艇	BaiduCARD	1957年服役，共建造21艘，已退役。该潜艇是从苏联引进，而该潜艇是苏联从战败的德国缴获图纸后仿制的，原为德国远洋潜艇（021级），西方称之为罗密欧级，现在仍是朝鲜海军的主力装备。
"X"行星	BaiduCARD	大家都知道，<a>太阳系</a>一共有八大<a>行星</a>。我们最先发现的是<a>水星</a>、<a>金星</a>、<a>火星</a>、<a>木星</a>和<a>土星</a>。|||1787年，人们发现了<a>天王星</a>。1840年，法国天文学家勒韦利埃和英国的<a>亚当斯</a>各自通过独立的研究得出结论：从<a>天王星</a>轨道不规则的情况，可以推断在它外边还有一颗<a>行星</a>，1846年发现了这颗行星，命名为<a>海王星</a>。|||八十四年后，根据类似的研究，又发现了<a>冥王星</a>（现已经除名）。
"X"行星	中文名	"X"行星
"X"行星	分类	属于<a>太阳系</a>
"X"行星	别名	<a>海王星</a>
"X"行星	发现者	莱卡·鲍尔
"YES"婴幼儿全成长：无图识字（中）	中文名	"YES"婴幼儿全成长：无图识字（中）
"YES"婴幼儿全成长：无图识字（中）	作者	周详
"YES"婴幼儿全成长：无图识字（中）	出版时间	2007-09-01
"YES"婴幼儿全成长：无图识字（中）	出版社	福建少年儿童出版社
"YES"婴幼儿全成长：看图识字（中）	ISBN	9787539531168
"YES"婴幼儿全成长：看图识字（中）	书名	"YES"婴幼儿全成长：看图识字（中）
"YES"婴幼儿全成长：看图识字（中）	作者	周详
"YES"婴幼儿全成长：看图识字（中）	出版时间	2009-09-01
"YES"婴幼儿全成长：看图识字（中）	出版社	福建少年儿童出版社
"attico Azzurro" con vista mozzafiato	BaiduCARD	"attico Azzurro" con vista mozzafiato位于阿尔盖罗。阿尔盖罗理想的下榻之处，您的旅途也将因此而与一份温暖、一份感动不期而遇。酒店。
"attico Azzurro" con vista mozzafiato	房间数量	7
"attico Azzurro" con vista mozzafiato	英文名称	"attico Azzurro" con vista mozzafiato
"attico Azzurro" con vista mozzafiato	酒店地址	Via Banyoles,11, 07041 阿尔盖罗
"coffee"女仆，王子殿	中文名	“coffee”女仆,王子殿
"coffee"女仆，王子殿	作者	墨17
